,class_id,num_images
152,74269,10
153,106725,8
154,170006,14
155,185951,34
156,162435,18
157,48593,24
158,284568,286
159,309236,34
160,242548,10
161,125740,26
162,19020,38
163,186619,16
164,318531,16
165,132419,28
166,281909,698
167,180082,32
168,283242,54
169,55302,68
170,185229,48
171,287047,20
172,312578,56
173,275452,14
174,287317,86
175,287135,234
176,46164,10
177,7251,32
178,81842,338
179,149174,22
180,307696,16
181,182113,8
182,73563,12
183,146722,88
184,44977,8
185,3491,12
186,60870,462
187,247134,10
188,24446,32
189,17130,8
190,185190,14
191,330459,40
192,29290,24
193,178511,16
194,326417,14
195,61665,18
196,272272,16
197,12141,62
198,328370,8
199,42908,12
200,150820,14
201,113278,16
202,255127,178
203,176769,26
204,65806,10
205,106775,8
206,269476,10
207,273788,22
208,36747,42
209,166749,22
210,311624,18
211,273094,400
212,140711,16
213,38515,48
214,126417,20
215,136194,34
216,179947,20
217,315166,12
218,71367,8
219,313067,14
220,300547,20
221,46454,12
222,140362,22
223,262807,10
224,41437,12
225,137390,92
226,111629,30
227,133595,1368
228,211157,14
229,139964,26
230,243350,8
231,170346,12
232,41723,40
233,71889,24
234,209108,112
235,177939,20
236,45887,34
237,31606,20
238,18892,54
239,319001,10
240,66516,18
241,137545,14
242,134906,8
243,277218,12
244,306431,16
245,226663,70
246,123071,34
247,94404,90
248,54825,44
249,204663,10
250,143934,10
251,130085,52
252,267103,10
253,254655,30
254,247777,26
255,24643,10
256,140465,10
257,154116,8
258,105767,10
259,138871,16
260,289644,24
261,13180,14
262,317436,16
263,107761,10
264,204642,42
265,243413,134
266,134302,2264
267,45278,8
268,665,10
269,107856,10
270,255523,132
271,33194,20
272,252729,8
273,166836,26
274,275262,10
275,118366,34
276,88613,20
277,255497,68
278,10912,20
279,289337,12
280,167451,26
281,289378,10
282,173345,8
283,25790,50
284,213851,8
285,186899,12
286,66628,12
287,314503,302
288,247117,8
289,256483,144
290,302721,18
291,174510,56
292,330622,36
293,105815,44
294,184643,10
295,24131,16
296,103550,10
297,151159,40
298,3332,28
299,261887,16
300,83239,12
301,70177,14
302,223678,14
303,270432,30
304,97959,40
305,213662,80
306,16549,28
307,267069,8
308,47229,50
309,20229,28
310,150822,36
311,224231,24
312,91656,10
313,59483,50
314,64339,20
315,292455,116
316,185518,22
317,283121,8
318,37158,104
319,47304,10
320,210789,12
321,34564,30
322,112282,50
323,66305,10
324,136834,20
325,16169,12
326,17810,24
327,107563,10
328,228532,12
329,61041,12
330,134927,48
331,61692,208
332,213491,8
333,127668,28
334,102673,908
335,76402,24
336,300621,20
337,275721,10
338,322943,250
339,125159,64
340,326816,112
341,248038,18
342,174570,16
343,56368,8
344,18978,14
345,45226,56
346,197231,14
347,143989,54
348,285553,46
349,107875,138
350,49347,18
351,143295,16
352,69006,22
353,260653,16
354,145898,70
355,220151,10
356,107574,16
357,78046,254
358,195387,16
359,96423,14
360,66573,34
361,287879,16
362,38965,20
363,132786,20
364,149233,48
365,88868,76
366,153289,106
367,184155,22
368,213543,12
369,125132,170
370,174589,10
371,175643,366
372,280921,54
373,154448,10
374,69001,16
375,135924,12
376,69802,2
377,264453,8
378,84512,32
379,103367,12
380,256546,8
381,172195,70
382,35366,66
383,312296,8
384,3422,32
385,107814,56
386,294983,118
387,60193,10
388,236331,8
389,172514,30
390,24879,28
391,111801,8
392,114039,40
393,281648,362
394,272267,10
395,168296,56
396,34952,10
397,122426,82
398,224965,14
399,45045,32
400,330909,28
401,117236,18
402,190298,106
403,254187,12
404,195603,36
405,91614,20
406,270259,36
407,98378,42
408,124689,44
409,122006,12
410,317498,70
411,220494,46
412,154079,18
413,263208,32
414,318186,8
415,331653,44
416,94986,22
417,134987,18
418,102104,10
419,203153,60
420,256350,8
421,54099,10
422,317463,168
423,254879,52
424,152893,10
425,18372,50
426,289461,14
427,278016,48
428,194192,8
429,255965,20
430,66762,26
431,309295,1792
432,246473,16
433,242353,16
434,278312,20
435,147692,10
436,55336,10
437,312551,394
438,186402,26
439,132712,20
440,186618,14
441,66679,12
442,106955,20
443,204241,64
444,226017,10
445,75262,42
446,286231,262
447,154217,18
448,300555,8
449,48182,20
450,45309,14
451,247384,58
452,207012,8
453,80197,64
454,282551,148
455,106252,132
456,37156,28
457,287981,274
458,89679,26
459,60627,16
460,326259,18
461,273878,18
462,43572,10
463,271865,52
464,48544,26
465,150520,12
466,251252,16
467,315360,150
468,160191,12
469,56018,18
470,89934,8
471,168875,8
472,24055,88
473,77222,10
474,69064,12
475,42363,26
476,12761,10
477,313783,10
478,211588,84
479,286945,18
480,33367,20
481,46483,8
482,293389,28
483,124394,54
484,186177,16
485,41992,72
486,254013,16
487,314570,22
488,15885,70
489,79393,18
490,256488,44
491,83880,10
492,105201,8
493,49963,8
494,71784,20
495,185597,86
496,331168,10
497,264441,14
498,68599,16
499,288412,20
500,75358,20
501,171091,18
502,287587,32
503,63540,12
504,19526,10
505,25467,8
506,77263,22
507,20814,8
508,255288,300
509,302575,20
510,315685,26
511,138938,40
512,223355,18
513,255752,112
514,569,8
515,304375,22
516,69903,146
517,32867,230
518,75378,20
519,178047,38
520,66833,10
521,305357,22
522,68276,16
523,275484,26
524,322838,12
525,36725,10
526,128034,24
527,211681,46
528,282759,132
529,74375,52
530,327653,38
531,16955,32
532,30290,8
533,296252,12
534,272093,42
535,90147,26
536,328016,30
537,68605,18
538,141870,62
539,48626,126
540,310863,20
541,326605,112
542,140137,8
543,111327,20
544,256053,52
545,195839,12
546,268645,16
547,146795,74
548,316010,58
549,49936,22
550,173039,40
551,234880,6
552,275325,36
553,140721,12
554,184587,10
555,7931,10
556,80247,16
557,36225,898
558,147663,52
559,66428,10
560,49947,10
561,36300,146
562,322486,16
563,10565,88
564,44519,12
565,23925,22
566,256594,70
567,155913,38
568,112599,22
569,33622,24
570,213459,12
571,204919,16
572,305384,14
573,35929,72
574,257336,122
575,12119,26
576,201918,18
577,105182,62
578,82209,14
579,214111,1024
580,287961,36
581,163922,22
582,20799,18
583,109553,110
584,192633,8
585,59869,18
586,143168,52
587,94548,58
588,276415,10
589,138825,12
590,259857,14
591,307594,98
592,312110,16
593,4598,16
594,271608,8
595,186420,28
596,112164,54
597,281790,26
598,45232,230
599,330603,170
600,251836,22
601,325784,80
602,273125,26
603,296742,10
604,209198,20
605,74371,20
606,330391,14
607,179291,36
608,98238,122
609,304529,34
610,282467,10
611,209328,30
612,284609,98
613,243819,60
614,202337,28
615,92383,18
616,82044,16
617,231146,58
618,244430,32
619,34529,18
620,291869,10
621,206458,16
622,206529,20
623,243468,14
624,8314,24
625,75405,60
626,50340,14
627,213436,22
628,113903,28
629,32807,14
630,160256,10
631,24050,78
632,124801,14
633,239520,10
634,121977,12
635,87514,10
636,221566,80
637,61278,8
638,291258,10
639,61103,30
640,18113,64
641,69247,8
642,156080,14
643,45266,14
644,116689,246
645,251827,8
646,125310,28
647,111282,36
648,55918,8
649,287873,26
650,285557,12
651,204675,92
652,251984,12
653,43866,14
654,284750,186
655,139327,14
656,105212,86
657,291905,10
658,283273,20
659,273113,12
660,43814,10
661,45387,36
662,142363,48
663,43834,82
664,330529,24
665,311967,12
666,315937,24
667,8451,108
668,259713,12
669,33509,22
670,1770,16
671,212690,892
672,291706,42
673,137142,18
674,243471,10
675,273218,18
676,136137,62
677,15551,38
678,147149,12
679,7747,20
680,112198,40
681,58868,40
682,184356,570
683,156162,14
684,152459,14
685,257155,12
686,24390,14
687,111481,8
688,125045,136
689,10717,14
690,94913,8
691,309699,14
692,239875,130
693,270528,18
694,246449,174
695,36976,42
696,75241,64
697,182979,40
698,80237,18
699,116174,12
700,277414,98
701,41266,28
702,28775,26
703,29116,24
704,257670,10
705,42594,92
706,3314,8
707,281607,24
708,37146,90
709,150553,22
710,70682,94
711,39035,10
712,249003,18
713,262441,8
714,283168,116
715,63565,10
716,111979,32
717,142342,80
718,143684,8
719,153754,24
720,44872,76
721,288351,84
722,145115,8
723,289499,236
724,251956,40
725,81976,16
726,115159,10
727,266199,14
728,247393,128
729,182965,12
730,186616,16
731,79513,22
732,272130,88
733,213855,8
734,324401,32
735,266591,12
736,287782,8
737,184183,136
738,140154,14
739,106012,18
740,171014,10
741,71706,32
742,81153,100
743,167460,12
744,77045,18
745,194306,128
746,55964,36
747,20308,18
748,44763,8
749,37083,446
750,299289,16
751,264044,20
752,312782,36
753,285529,76
754,33168,14
755,143883,56
756,41430,40
757,243420,12
758,252006,18
759,192574,28
760,201281,44
761,282904,8
762,41420,302
763,203164,258
764,284604,10
765,138955,16
766,32934,38
767,62818,10
768,313278,40
769,165816,26
770,287391,12
771,135355,22
772,74363,16
773,124320,498
774,44463,8
775,49616,12
776,221458,14
777,284461,22
778,64025,10
779,264414,22
780,154083,10
781,287173,396
782,59115,12
783,124748,12
784,47,14
785,134883,332
786,45311,12
787,43932,8
788,258063,154
789,331705,10
790,147974,90
791,251968,10
792,111587,12
793,175824,54
794,166522,38
795,105614,12
796,294383,24
797,135197,146
798,49807,132
799,46341,58
800,271389,24
801,89451,120
802,300579,20
803,287272,82
804,96719,380
805,155687,12
806,28913,16
807,275466,12
808,71955,26
809,64803,60
810,108368,70
811,43155,30
812,243706,10
813,35141,10
814,155148,18
815,119655,18
816,69024,12
817,228189,162
818,256325,32
819,261536,18
820,258651,68
821,30732,118
822,248292,30
823,287549,18
824,106839,36
825,4028,50
826,112873,10
827,243379,420
828,177246,10
829,325864,8
830,204683,58
831,61932,108
832,280320,12
833,60865,28
834,152904,18
835,139209,20
836,188735,186
837,247738,192
838,49621,48
839,66613,22
840,147573,22
841,287120,202
842,31857,14
843,116671,146
844,68481,20
845,43420,16
846,4136,8
847,254837,18
848,261539,18
849,255050,124
850,170150,58
851,111425,24
852,143038,30
853,259912,8
854,194313,20
855,255664,52
856,297100,8
857,269204,106
858,281647,106
859,34239,18
860,279434,14
861,316714,538
862,89308,18
863,114043,92
864,71352,86
865,25637,8
866,140725,36
867,288200,90
868,143280,10
869,239862,58
870,171731,10
871,45410,10
872,41331,12
873,123193,144
874,19503,78
875,176798,16
876,182200,20
877,257818,24
878,195568,18
879,286359,88
880,46653,16
881,72380,12
882,249465,14
883,69289,20
884,83780,44
885,266665,8
886,331017,26
887,213350,8
888,7824,14
889,213511,10
890,244862,48
891,64015,62
892,12080,12
893,33104,8
894,142708,20
895,14760,12
896,193158,134
897,281803,204
898,135254,12
899,166822,158
900,273203,34
901,165652,22
902,112777,28
903,47240,130
904,66952,14
905,306484,8
906,65795,14
907,7751,34
908,255823,22
909,263587,122
910,195279,26
911,221596,138
912,118333,100
913,4624,120
914,96348,64
915,16313,36
916,23855,12
917,105147,14
918,324407,66
919,54306,14
920,49903,102
921,79987,14
922,196505,10
923,179858,18
924,36211,12
925,37487,8
926,331421,18
927,178033,16
928,283143,52
929,247369,106
930,331665,32
931,61944,52
932,111991,12
933,201088,10
934,312890,20
935,118406,20
936,290075,42
937,45217,50
938,316664,20
939,156042,78
940,170109,102
941,112139,34
942,192070,20
943,150839,20
944,186988,138
945,177227,18
946,121222,34
947,182011,308
948,256029,22
949,12906,12
950,105721,38
951,10550,8
952,318063,526
953,161938,10
954,277255,136
955,296308,10
956,265007,12
957,319235,52
958,183747,60
959,284576,34
960,11365,46
961,55141,18
962,171728,20
963,140122,10
964,118338,28
965,12483,30
966,171742,10
967,148007,30
968,284878,8
969,34238,14
970,4329,14
971,149161,118
972,138884,40
973,252026,24
974,326000,18
975,209963,54
976,4319,16
977,265401,12
978,247841,142
979,244838,24
980,44517,12
981,114540,30
982,19543,26
983,142158,40
984,30083,74
985,43537,14
986,108684,10
987,308134,28
988,61545,62
989,203158,48
990,270448,16
991,269401,102
992,77628,12
993,15785,32
994,184116,8
995,290063,320
996,133617,10
997,263560,28
998,22901,14
999,280593,20
1000,213862,26
1001,4672,16
1002,147758,20
1003,54830,54
1004,186341,112
1005,153852,70
1006,212571,30
1007,43937,168
1008,278184,10
1009,317125,52
1010,154710,16
1011,36973,8
1012,174629,38
1013,129368,12
1014,186045,80
1015,272681,90
1016,154440,28
1017,256502,110
1018,135262,60
1019,184191,42
1020,322870,26
1021,77224,28
1022,251983,10
1023,170617,22
1024,149621,22
1025,135779,52
1026,291493,12
1027,185969,24
1028,140196,24
1029,248387,18
1030,22379,18
1031,56087,8
1032,235732,38
1033,196301,8
1034,244910,34
1035,208865,14
1036,19359,32
1037,11072,24
1038,145903,8
1039,111972,8
1040,237558,18
1041,227178,22
1042,45180,44
1043,127094,32
1044,37537,204
1045,246996,56
1046,177644,18
1047,40672,14
1048,63697,54
1049,145841,26
1050,196512,22
1051,326611,70
1052,41368,106
1053,264686,62
1054,272109,60
1055,278300,170
1056,266363,116
1057,324185,8
1058,120133,10
1059,19529,404
1060,155399,16
1061,61173,48
1062,49956,66
1063,29200,26
1064,321764,28
1065,4090,110
1066,53218,28
1067,273140,32
1068,102770,44
1069,185698,8
1070,59042,612
1071,118024,64
1072,275037,24
1073,292531,56
1074,197026,112
1075,154785,26
1076,245271,18
1077,239872,26
1078,247685,44
1079,213499,54
1080,105036,34
1081,16947,22
1082,166230,46
1083,121167,52
1084,15650,10
1085,111726,32
1086,125616,10
1087,266158,38
1088,318631,514
1089,290187,8
1090,124109,46
1091,161968,440
1092,195120,112
1093,203184,78
1094,228029,142
1095,168257,16
1096,56022,16
1097,45202,76
1098,314374,10
1099,275436,40
1100,242365,14
1101,281657,16
1102,286480,80
1103,68365,164
1104,182581,282
1105,25831,14
1106,27822,48
1107,89832,14
1108,67725,30
1109,256627,64
1110,115642,20
1111,117362,18
1112,184567,32
1113,196662,10
1114,248184,8
1115,63742,22
1116,328604,10
1117,8220,38
1118,318913,18
1119,155521,76
1120,65386,8
1121,261396,36
1122,44604,10
1123,68368,114
1124,121210,12
1125,243571,86
1126,309573,26
1127,63407,14
1128,225028,14
1129,69233,12
1130,272189,18
1131,153449,18
1132,307715,26
1133,308530,224
1134,185981,74
1135,217811,100
1136,284504,10
1137,60327,52
1138,239385,30
1139,316227,162
1140,135837,42
1141,219134,8
1142,140142,12
1143,175606,8
1144,159279,10
1145,160810,22
1146,283363,54
1147,108761,10
1148,150911,66
1149,125707,394
1150,141883,48
1151,18731,26
1152,204799,28
1153,193841,10
1154,291860,18
1155,309799,16
1156,80202,16
1157,247142,10
1158,132517,62
1159,167317,12
1160,174627,26
1161,215499,46
1162,35139,12
1163,181907,10
1164,75043,12
1165,82810,16
1166,273098,20
1167,307887,52
1168,45209,140
1169,309293,14
1170,286215,80
1171,102197,14
1172,178813,8
1173,243960,22
1174,325854,70
1175,187045,36
1176,111135,28
1177,69480,28
1178,105820,32
1179,147557,28
1180,33116,24
1181,255655,30
1182,323031,86
1183,43502,56
1184,270267,18
1185,112154,40
1186,144182,84
1187,154863,8
1188,59901,116
1189,256066,194
1190,330948,34
1191,255221,22
1192,255917,48
1193,239039,10
1194,70681,24
1195,79563,18
1196,106384,30
1197,140136,38
1198,90948,34
1199,175513,40
1200,202900,8
1201,36229,266
1202,307219,8
1203,118209,10
1204,204348,30
1205,124734,34
1206,205568,64
1207,257495,52
1208,289094,44
1209,186445,42
1210,314419,26
1211,108748,20
1212,256473,74
1213,268117,192
1214,278979,10
1215,109617,16
1216,326031,136
1217,34226,108
1218,43903,48
1219,116963,10
1220,322339,14
1221,87154,30
1222,203156,34
1223,12075,8
1224,185539,8
1225,66412,22
1226,253288,20
1227,256510,18
1228,96300,36
1229,133938,16
1230,154827,204
1231,141186,38
1232,226032,26
1233,105679,158
1234,15001,44
1235,40968,12
1236,124185,12
1237,330951,118
1238,163671,8
1239,272376,26
1240,168365,8
1241,15457,20
1242,329199,58
1243,295387,246
1244,312581,54
1245,7861,78
1246,189074,64
1247,331512,10
1248,255959,104
1249,94345,16
1250,172446,16
1251,306108,14
1252,109556,22
1253,107862,10
1254,213431,194
1255,167009,32
1256,186392,266
1257,289060,36
1258,150263,50
1259,279699,22
1260,34835,14
1261,263212,12
1262,48717,20
1263,99336,12
1264,294073,8
1265,255814,10
1266,289536,18
1267,87478,20
1268,142599,50
1269,212979,14
1270,2540,22
1271,286226,32
1272,255306,88
1273,195558,20
1274,322631,42
1275,77433,108
1276,80381,230
1277,141980,48
1278,36828,148
1279,112700,12
1280,188612,14
1281,285548,16
1282,62838,28
1283,28175,22
1284,253672,12
1285,80554,32
1286,195583,10
1287,61350,52
1288,152346,20
1289,185661,22
1290,145945,12
1291,77837,12
1292,71975,32
1293,44157,238
1294,44894,98
1295,41913,34
1296,214095,76
1297,282203,18
1298,86320,18
1299,273041,12
1300,331497,10
1301,153862,12
1302,167813,20
1303,322862,14
1304,204103,14
1305,89486,8
1306,81860,200
1307,134871,132
1308,307775,12
1309,267492,20
1310,50152,50
1311,279451,54
1312,69355,14
1313,243434,12
1314,19354,14
1315,287950,12
1316,106267,62
1317,119087,14
1318,33429,32
1319,29310,18
1320,57575,16
1321,251757,14
1322,324467,10
1323,255995,8
1324,167512,8
1325,161086,22
1326,150577,80
1327,203412,30
1328,287755,54
1329,212934,10
1330,204381,12
1331,35924,152
1332,84027,42
1333,84877,12
1334,313232,66
1335,283046,10
1336,191469,40
1337,98328,22
1338,205603,10
1339,243094,14
1340,288395,48
1341,313313,12
1342,317676,32
1343,325847,26
1344,44332,36
1345,174672,58
1346,68960,8
1347,29020,10
1348,32494,34
1349,295700,12
1350,55978,112
1351,112102,20
1352,256233,58
1353,292479,46
1354,330779,16
1355,64799,222
1356,69661,32
1357,21737,30
1358,97147,54
1359,147810,98
1360,140093,12
1361,202049,20
1362,56415,14
1363,24052,24
1364,294414,16
1365,64099,10
1366,95257,72
1367,212728,342
1368,174652,60
1369,283176,22
1370,62805,10
1371,10399,62
1372,102882,10
1373,191809,178
1374,241641,22
1375,204301,26
1376,10526,48
1377,152420,12
1378,271618,8
1379,283685,16
1380,196303,36
1381,254907,10
1382,116484,66
1383,185264,14
1384,1042,10
1385,120615,18
1386,36213,10
1387,255680,8
1388,185680,30
1389,184491,78
1390,86882,12
1391,140297,10
1392,179633,26
1393,312632,38
1394,80248,18
1395,113718,58
1396,244831,108
1397,118925,12
1398,143700,12
1399,137612,48
1400,176297,12
1401,185606,28
1402,129560,16
1403,211098,34
1404,19031,98
1405,77929,60
1406,275496,20
1407,104936,40
1408,82849,84
1409,189075,22
1410,204669,120
1411,330566,8
1412,327152,8
1413,148815,28
1414,210487,10
1415,259320,8
1416,142743,18
1417,111142,28
1418,299765,20
1419,226635,24
1420,330964,26
1421,267267,20
1422,15825,20
1423,45331,22
1424,330937,32
1425,327151,10
1426,149616,38
1427,306570,24
1428,165951,18
1429,44681,20
1430,75537,92
1431,178456,10
1432,69438,36
1433,149264,20
1434,145801,16
1435,322986,88
1436,188939,52
1437,269474,10
1438,168558,32
1439,112543,18
1440,207100,18
1441,104945,102
1442,256346,70
1443,161909,30
1444,10024,88
1445,155150,20
1446,251960,104
1447,326813,40
1448,292533,24
1449,45206,22
1450,60389,10
1451,189851,8
1452,322984,10
1453,112131,50
1454,287106,266
1455,186134,12
1456,104929,84
1457,118395,8
1458,251973,180
1459,184073,144
1460,41948,94
1461,16646,42
1462,313500,14
1463,54803,54
1464,93900,10
1465,138939,40
1466,204848,22
1467,264434,28
1468,256673,104
1469,287870,52
1470,106006,10
1471,181874,50
1472,59298,68
1473,111134,48
1474,111303,18
1475,270376,8
1476,76432,12
1477,175717,300
1478,97202,12
1479,242567,10
1480,164554,94
1481,47984,102
1482,211913,14
1483,10616,24
1484,146515,66
1485,1050,26
1486,37565,14
1487,98209,16
1488,25279,20
1489,133984,68
1490,109843,26
1491,62624,12
1492,184816,30
1493,20366,10
1494,49053,26
1495,184800,8
1496,213503,34
1497,302634,26
1498,94091,32
1499,288017,32
1500,273129,8
1501,73546,22
1502,289991,62
1503,93913,30
1504,153448,26
1505,111493,34
1506,178384,14
1507,35786,42
1508,202186,14
1509,67635,28
1510,174078,12
1511,56452,24
1512,176305,20
1513,281906,14
1514,256528,102
1515,288660,54
1516,313205,10
1517,106400,30
1518,62436,12
1519,175681,44
1520,32123,10
1521,210020,90
1522,34111,10
1523,58233,80
1524,36530,28
1525,270389,92
1526,251091,38
1527,191453,38
1528,160570,14
1529,66514,52
1530,47951,72
1531,322860,104
1532,2917,34
1533,327542,10
1534,122052,88
1535,213199,208
1536,155974,20
1537,256363,16
1538,204676,26
1539,255346,8
1540,194314,24
1541,61348,44
1542,167256,8
1543,168587,10
1544,291228,72
1545,289876,22
1546,71714,24
1547,32248,28
1548,208788,32
1549,59338,308
1550,41941,10
1551,150936,22
1552,11647,8
1553,275939,24
1554,284569,8
1555,88276,8
1556,35921,14
1557,124678,398
1558,38868,294
1559,193667,18
1560,22143,20
1561,322628,22
1562,151992,22
1563,54033,12
1564,147566,28
1565,48746,28
1566,71393,82
1567,113863,8
1568,99436,10
1569,99333,152
1570,326652,122
1571,283173,284
1572,309262,46
1573,161988,16
1574,170193,10
1575,292504,38
1576,81414,90
1577,194496,94
1578,272636,70
1579,224240,10
1580,247964,30
1581,111552,10
1582,158592,22
1583,142070,10
1584,7255,22
1585,55322,150
1586,309347,1012
1587,90961,34
1588,306203,26
1589,265184,12
1590,256511,26
1591,49620,20
1592,122014,14
1593,267758,16
1594,34316,48
1595,284561,26
1596,280858,8
1597,164267,8
1598,53217,412
1599,243811,56
1600,174826,52
1601,176760,44
1602,10872,8
1603,202841,10
1604,212920,12
1605,97967,12
1606,147458,16
1607,54337,12
1608,147928,10
1609,141375,168
1610,135521,10
1611,134851,78
1612,45434,84
1613,97751,14
1614,106,12
1615,170880,10
1616,202393,26
1617,34922,76
1618,134888,96
1619,79602,18
1620,302688,12
1621,317148,56
1622,116873,10
1623,257568,22
1624,246074,22
1625,62662,8
1626,75615,12
1627,49959,10
1628,135149,14
1629,261922,10
1630,282347,8
1631,47386,68
1632,185301,40
1633,212830,16
1634,19093,28
1635,151808,38
1636,286190,92
1637,29586,40
1638,182526,94
1639,81854,34
1640,313745,268
1641,111920,20
1642,231439,12
1643,312886,154
1644,138920,20
1645,186164,22
1646,204512,10
1647,318683,52
1648,317870,30
1649,290058,12
1650,2083,26
1651,18987,26
1652,66562,22
1653,7305,38
1654,112111,12
1655,198834,14
1656,203544,70
1657,169952,16
1658,19599,114
1659,266927,14
1660,281858,26
1661,163823,80
1662,71832,160
1663,275351,26
1664,141839,42
1665,62669,30
1666,217440,12
1667,261512,10
1668,120979,30
1669,54239,8
1670,282207,232
1671,294494,16
1672,29592,64
1673,330339,30
1674,53128,50
1675,34294,44
1676,183638,10
1677,118990,12
1678,197180,50
1679,171296,10
1680,299468,18
1681,85966,12
1682,158624,20
1683,326270,18
1684,125785,88
1685,307168,10
1686,97954,204
1687,75881,8
1688,71890,100
1689,151168,16
1690,87475,12
1691,323979,130
1692,135982,38
1693,76323,8
1694,201567,18
1695,284762,266
1696,109566,30
1697,266639,10
1698,255972,12
1699,309318,94
1700,282241,20
1701,118343,10
1702,105841,12
1703,288084,32
1704,169346,10
1705,82708,146
1706,167448,18
1707,247450,44
1708,65132,18
1709,72057,12
1710,29137,10
1711,111686,30
1712,55385,14
1713,185982,12
1714,166736,40
1715,213284,90
1716,186011,76
1717,89459,30
1718,194498,12
1719,196943,10
1720,273034,1542
1721,184042,74
1722,248021,82
1723,127625,34
1724,24412,22
1725,116456,32
1726,193964,22
1727,135368,16
1728,200906,84
1729,80181,96
1730,279934,18
1731,185521,26
1732,61668,70
1733,183345,216
1734,244400,98
1735,243546,14
1736,288357,10
1737,66431,10
1738,326467,52
1739,275585,30
1740,12708,8
1741,131592,10
1742,18213,18
1743,72221,50
1744,46541,12
1745,293920,12
1746,148363,114
1747,44309,14
1748,330602,10
1749,300602,16
1750,82008,132
1751,176927,12
1752,81849,120
1753,47744,76
1754,213694,16
1755,61981,12
1756,295925,12
1757,185492,12
1758,324344,20
1759,252051,242
1760,204584,8
1761,310761,8
1762,187523,10
1763,45294,44
1764,142101,26
1765,288447,96
1766,133728,14
1767,142012,42
1768,244700,30
1769,105829,10
1770,92389,10
1771,288817,16
1772,122415,178
1773,317122,20
1774,48424,12
1775,275326,34
1776,266777,8
1777,261164,22
1778,48428,32
1779,77502,8
1780,254996,28
1781,317919,114
1782,56426,40
1783,204493,22
1784,288206,92
1785,3272,14
1786,310593,10
1787,170772,12
1788,287101,96
1789,45486,34
1790,282908,10
1791,152966,154
1792,183249,596
1793,288175,8
1794,90120,14
1795,45026,24
1796,68564,10
1797,191531,22
1798,272867,8
1799,270537,10
1800,96289,26
1801,203135,18
1802,145131,14
1803,184497,64
1804,76543,86
1805,181430,10
1806,90626,12
1807,118307,118
1808,268714,8
1809,100616,2490
1810,319799,110
1811,42658,10
1812,228857,16
1813,42174,18
1814,87840,12
1815,16402,20
1816,135210,32
1817,55277,288
1818,169739,664
1819,307018,16
1820,148480,10
1821,248433,26
1822,142036,12
1823,89324,834
1824,305672,46
1825,154425,10
1826,270369,8
1827,85578,26
1828,10596,12
1829,255898,88
1830,70185,20
1831,90009,44
1832,312895,20
1833,42353,38
1834,148552,506
1835,268134,86
1836,312582,102
1837,56387,20
1838,243997,54
1839,208298,10
1840,283199,10
1841,283369,50
1842,284863,16
1843,206022,8
1844,145788,14
1845,283148,96
1846,48361,18
1847,277100,10
1848,176020,8
1849,255927,14
1850,153634,118
1851,169785,18
1852,21589,20
1853,140134,24
1854,202227,14
1855,138044,66
1856,301696,24
1857,178949,36
1858,16957,8
1859,105219,16
1860,135373,8
1861,264086,10
1862,133963,12
1863,185503,176
1864,153959,8
1865,34936,26
1866,69846,8
1867,73808,56
1868,94764,22
1869,62417,8
1870,185930,20
1871,132589,8
